origin,product,perc,sum_kg_product,category
LEON,OVINO,1.65,81046,Carne
LEON,PATATA,22.29,1096759,Patata
LEON,PAVO,0.43,21320,Pollo
LEON,PERA,18.79,924458,Fruta
LEON,PEREJIL,0.01,360,Verdura
LEON,PIMIENTO,0.21,10341,Verdura
LEON,POLLO,21.41,1053146,Pollo
LEON,PORCINO,9.97,490632,Carne
LEON,PUERROS,0.78,38210,Verdura
LEON,REMOLACHA,0.02,775,Verdura
LEON,SETAS,0.45,22200,Verdura
LEON,TOMATE,0.52,25740,Verdura
LEON,VACUNO,3.43,168951,Carne
LEON,ZANAHORIA,0.58,28640,Verdura
LERIDA,ALBARICOQUE,0.39,86145,Fruta
LERIDA,ALCACHOFA,0.03,6800,Verdura
LERIDA,ALMENDRA,0,940,Fruta
LERIDA,AÑOJO,0.04,8120,Carne
LERIDA,APIO,0.08,17217,Verdura
LERIDA,APIONABO,0.01,1703,Verdura
LERIDA,AVICOLA,0.09,20000,Pollo
LERIDA,CACAHUETE,0.01,1880,Fruta
LERIDA,CEBOLLA,0.02,4675,Verdura
LERIDA,CEREZAS,1.39,307529,Fruta
LERIDA,CIRUELA,0.03,6163,Fruta
LERIDA,CIRUELAS,0.04,7737,Fruta
LERIDA,CODORNIZ,0.01,2050,Pollo
LERIDA,CUARTA,0.04,8640,Verdura
LERIDA,ELABORADOS,0.01,1240,Verdura
LERIDA,HUEVOS,0,620,Huevos
LERIDA,LECHUGA,0.12,27400,Verdura
LERIDA,MANZANA,57.12,12620130,Fruta
LERIDA,MELOCOTON,1.54,340465,Fruta
LERIDA,NECTARINA,0.61,135630,Fruta
LERIDA,PANCHITO,0.01,1175,Fruta
LERIDA,PARAGUAYAS,6.63,1464650,Fruta
LERIDA,PATATA,0.14,30300,Patata
LERIDA,PAVO,0.04,8960,Pollo
LERIDA,PERA,28.69,6337557,Fruta
LERIDA,PERDIZ,0,315,Pollo
LERIDA,PEREJIL,0,100,Verdura
LERIDA,PISTACHO,0,705,Fruta
LERIDA,POLLO,0.92,203038,Pollo
LERIDA,PORCINO,0.57,125290,Carne
LERIDA,PUERROS,0.06,13200,Verdura
LERIDA,REMOLACHA,0.03,5800,Verdura
LERIDA,SETAS,0.02,4800,Verdura
LERIDA,TOMATE,0.92,203739,Verdura
LERIDA,TRUCHA,0.07,16372,Pescado
LERIDA,VACUNO,0.33,71860,Carne
LUGO,ALMEJA,0,120,Marisco
LUGO,ALMEJAS,0,120,Marisco
LUGO,AÑOJO,4.67,115525,Carne
LUGO,AVICOLA,0.42,10390,Pollo
LUGO,BACALADILLA-LIRIO,0.02,490,Pescado
LUGO,BACALAO,0.23,5768,Pescado congelado
LUGO,BIGAROS,0,30,Marisco
LUGO,BOGAVANTE,0.01,186,Marisco
LUGO,BOQUERON,0.28,7000,Pescado
LUGO,BUEY,0.01,330,Marisco
LUGO,CABALLA,0.02,400,Pescado
LUGO,CALAMAR,0.48,11940,Pescado congelado
LUGO,CARBONERO,0.33,8260,Pescado
LUGO,CASTAÑA,0.07,1720,Fruta
LUGO,CAZON,0.04,1015,Pescado
LUGO,CENTOLLA,0.01,255,Marisco
LUGO,COL CHINA,0.1,2443,Verdura
LUGO,COLES-REPOLLO,0.72,17917,Verdura
LUGO,CONEJO,0.2,4860,Pollo
LUGO,ELABORADOS,5.4,133540,Pescado congelado
LUGO,ESCAROLAS,0.04,1000,Verdura
LUGO,FRAMBUESAS,0.32,8010,Fruta
LUGO,FRESON,0.13,3240,Fruta
LUGO,GRELOS,0.01,200,Verdura
LUGO,HUEVOS,5.93,146852,Huevos
LUGO,LANGOSTAS,0,12,Marisco
LUGO,LANGOSTINO,0.71,17520,Pescado congelado
LUGO,LAUREL,0.81,20105,Verdura
LUGO,MEJILLON,0.01,220,Marisco
LUGO,MERLUZA,7.04,174125,Pescado
LUGO,MERLUZA,1.04,25860,Pescado congelado
LUGO,NECORAS,0.02,560,Marisco
LUGO,OVINO,0.58,14320,Carne
LUGO,PATATA,3.25,80360,Patata
LUGO,PAVO,0.11,2620,Pollo
LUGO,PESCADILLA,0.04,1000,Pescado
LUGO,PEZ ESPADA,0.11,2800,Pescado
LUGO,POLLO,39.61,980346,Pollo
LUGO,PORCINO,0.95,23400,Carne
LUGO,PUERROS,0.01,150,Verdura
LUGO,PULPO,0.16,3932,Pescado
LUGO,PULPO,0.12,3000,Pescado congelado
LUGO,SAN,0,20,Pescado
LUGO,SARDINA,0.49,12100,Pescado
LUGO,VACUNO,24.32,601881,Carne
LUGO,VOLADORES,1.1,27160,Pescado congelado
LUGO,ZANAHORIA,0.07,1800,Verdura
MADRID,ACEITUNAS,0.09,19450,Fruta
MADRID,ACELGAS,1.93,419770,Verdura
MADRID,ACHICORIA,0,225,Verdura
MADRID,AJO TIERNO,0.02,5326,Verdura
MADRID,AJOS,0.79,172177,Verdura
MADRID,ALCACHOFA,0.06,13100,Verdura
MADRID,ALMENDRA,0.13,29276,Fruta
MADRID,AÑOJO,2.2,479462,Carne
MADRID,APIO,0.04,8918,Verdura
MADRID,APIONABO,0,882,Verdura
MADRID,ATUN,0.82,178600,Pescado congelado
MADRID,AVICOLA,0.26,56660,Pollo
MADRID,BACALAO,2.22,482845,Pescado congelado
MADRID,BATATAS,0.01,1800,Verdura
MADRID,BERBERECHO,0,190,Pescado congelado
MADRID,BERENJENAS,0.01,1200,Verdura
MADRID,BOGAVANTE,0.01,1341,Pescado congelado
MADRID,BONIATOS,0,800,Verdura
MADRID,BONITO,0.47,102497,Pescado congelado
MADRID,BOQUERON,0.39,85651,Pescado congelado
MADRID,BRECAS,0,1000,Pescado congelado
MADRID,BROCOLI,0.06,11990,Verdura
MADRID,BUEY,0,412,Pescado congelado
MADRID,CABALLA,0.01,3100,Pescado congelado
MADRID,CACAHUETE,0.27,58552,Fruta
MADRID,CALABACIN,0.06,12200,Verdura
MADRID,CALABAZA,0.4,86017,Verdura
MADRID,CALABAZAS,0.18,38644,Verdura
MADRID,CALAMAR,0.02,4000,Pescado
MADRID,CALAMAR,9.63,2093666,Pescado congelado
MADRID,CALAMARES,0.88,190356,Pescado congelado
MADRID,CANGREJO,0,1000,Pescado congelado
MADRID,CARABINERO,0.01,1944,Pescado congelado
MADRID,CAZON,0.05,11600,Pescado congelado
MADRID,CEBOLLA,0.7,152759,Verdura
MADRID,CENTOLLOS,0.01,1900,Pescado congelado
MADRID,CHAMPIÑON,0.06,14000,Verdura
MADRID,CHIPIRONES,0.06,12530,Pescado congelado
MADRID,CHIRIMOYAS,0,400,Fruta
MADRID,CIGALAS,0.17,35950,Pescado congelado
MADRID,CODORNIZ,0.1,22440,Pollo
MADRID,COL,0.05,11650,Verdura
MADRID,COL CHINA,0.07,14327,Verdura
MADRID,COLES,0.01,1889,Verdura
MADRID,COLES-REPOLLO,0.47,103175,Verdura
MADRID,COLIFLOR,0.55,119570,Verdura
MADRID,CONGELADOS,0.05,10130,Verdura
MADRID,CONSERVAS,0.03,6450,Pescado
MADRID,CONSERVAS,0.07,14500,Verdura
MADRID,CORVINA,0.01,2100,Pescado congelado
MADRID,CROQUETAS,0.8,173045,Pescado congelado
MADRID,CUARTA,0.66,142831,Verdura
MADRID,DORADA,0.12,25470,Pescado congelado
MADRID,ELABORADOS,6.65,1446640,Pescado congelado
MADRID,ELABORADOS,0.08,17428,Verdura
MADRID,EMPANADILLAS,0.91,199008,Pescado congelado
MADRID,ENDIBIA,0.01,2275,Verdura
MADRID,ESCAROLAS,0.07,16310,Verdura
MADRID,ESPARRAGO,0.62,135620,Verdura
MADRID,ESPINACAS,0.08,17350,Verdura
MADRID,GALLOS,0.11,24153,Pescado congelado
MADRID,GAMBA,3.18,690931,Pescado congelado
MADRID,GAMBAS,0,146,Marisco
MADRID,GRELOS,0.02,4500,Verdura
MADRID,GUISANTES,0.05,9880,Verdura
MADRID,HABAS,0.04,8970,Verdura
MADRID,HALIBUT,0.11,24400,Pescado congelado
MADRID,HINOJO,0.01,1920,Verdura
MADRID,HUEVAS,0.01,2306,Pescado congelado
MADRID,HUEVOS,0.19,40997,Huevos
MADRID,JIBIA,0.05,10826,Pescado congelado
MADRID,JUDIA,0,200,Verdura
MADRID,LANGOSTA,0.03,5488,Pescado congelado
MADRID,LANGOSTINO,4.32,940042,Pescado congelado
MADRID,LAUREL,0,500,Verdura
MADRID,LECHUGA,4.81,1046731,Verdura
MADRID,LENGUADO,0.9,195031,Pescado congelado
MADRID,LUBINA,0.23,49660,Pescado congelado
MADRID,MANZANA,0.03,7300,Fruta
MADRID,MARRAJOS,0.05,10420,Pescado congelado
MADRID,MEJILLON,0.01,1500,Pescado congelado
MADRID,MERLUZA,2.77,602724,Pescado congelado
MADRID,MUSLITOS,0.4,86524,Pescado congelado
MADRID,NABOS,0.02,5360,Verdura
MADRID,NECORAS,0.01,2400,Pescado congelado
MADRID,OSTRA,0,500,Marisco
MADRID,OVINO,0.52,113120,Carne
MADRID,PALITOS,0.99,216311,Pescado congelado
MADRID,PALOMETA,0.01,1500,Pescado congelado
MADRID,PANCHITO,0.17,36595,Fruta
MADRID,PANGA,0.03,6120,Pescado congelado
MADRID,PATATA,0.01,2289,Patata
MADRID,PAVO,1.12,244540,Pollo
MADRID,PEPINO,0.42,90900,Verdura
MADRID,PERCA,0.04,8448,Pescado congelado
MADRID,PERCEBE,0,37,Pescado congelado
MADRID,PEREJIL,0.04,9440,Verdura
MADRID,PESCADILLA,0.11,24817,Pescado congelado
MADRID,PESCADOS,0,1000,Pescado congelado
MADRID,PEZ ESPADA,0.54,118120,Pescado congelado
MADRID,PIMIENTO,0.03,7141,Verdura
MADRID,PISTACHO,0.1,21957,Fruta
MADRID,PLATIJA,0.08,18000,Pescado congelado
MADRID,POLLO,8.4,1827521,Pollo
MADRID,PORCINO,8.63,1876998,Carne
MADRID,PUERROS,0.27,58760,Verdura
MADRID,PULPO,0.59,127553,Pescado congelado
MADRID,RABANOS,0.01,1880,Verdura
MADRID,RAPE,0.01,1346,Pescado congelado
MADRID,REJO,0,645,Pescado congelado
MADRID,REMOLACHA,0.04,8260,Verdura
MADRID,RESTO,0.01,1218,Pescado congelado
MADRID,ROMANESCU,0.01,1100,Verdura
MADRID,ROSADA,0.03,7400,Pescado congelado
MADRID,SALMON,0.38,82869,Pescado congelado
MADRID,SARDINAS,0.08,18370,Pescado congelado
MADRID,TINTORERA,0.01,2055,Pescado congelado
MADRID,TOMATE,0.26,57020,Verdura
MADRID,TRUCHA,0.17,36870,Pescado
MADRID,VACUNO,25.69,5586990,Carne
MADRID,VARIOS,0.16,34090,Varios
MADRID,VIEIRAS,0.02,5270,Pescado congelado
MADRID,VOLADORES,0.15,32780,Pescado congelado
MADRID,ZANAHORIA,0.06,14080,Verdura
MALAGA,ACEITUNAS,0.16,21850,Fruta
MALAGA,AGUACATE,18.34,2432952,Fruta
MALAGA,AJO TIERNO,0,288,Verdura
MALAGA,AJOS,0.07,9312,Verdura
MALAGA,ALBARICOQUE,1.7,224845,Fruta
MALAGA,ALCACHOFA,0.47,62150,Verdura
MALAGA,APIO,0.2,26608,Verdura
MALAGA,APIONABO,0.02,2632,Verdura
MALAGA,BATATAS,0.13,16680,Verdura
MALAGA,BERENJENAS,1.04,137400,Verdura
MALAGA,BONIATOS,0.29,38840,Verdura
MALAGA,BOQUERON,0.65,85750,Pescado
MALAGA,BREVAS,0.01,1000,Fruta
MALAGA,BROCOLI,0.12,16220,Verdura
MALAGA,CALABACIN,3.94,522670,Verdura
MALAGA,CALABAZA,0.11,15180,Verdura
MALAGA,CALABAZAS,0.05,6820,Verdura
MALAGA,CALAMAR,0.76,100200,Pescado congelado
MALAGA,CAQUI,0.17,22000,Fruta
MALAGA,CEBOLLA,0.13,17742,Verdura
MALAGA,CHIPIRONES,0.02,3000,Pescado congelado
MALAGA,CHIRIMOYAS,0.23,29920,Fruta
MALAGA,COL CHINA,0.03,4184,Verdura
MALAGA,COLES,0,607,Verdura
MALAGA,COLES-REPOLLO,0.23,30079,Verdura
MALAGA,COLIFLOR,1.68,223440,Verdura
MALAGA,CUARTA,0.01,1900,Verdura
MALAGA,DORADA,0,500,Pescado
MALAGA,ELABORADOS,0.54,72050,Pescado congelado
MALAGA,ESPARRAGO,2.42,321356,Verdura
MALAGA,ESPINACAS,0.2,26840,Verdura
MALAGA,GRANADAS,0.02,3100,Fruta
MALAGA,GUISANTES,2.01,266848,Verdura
MALAGA,HABAS,3.06,405868,Verdura
MALAGA,JUDIA,0.91,121229,Verdura
MALAGA,LECHUGA,0.41,54400,Verdura
MALAGA,LENGUADO,0.04,5000,Pescado
MALAGA,LIMA,0.02,2000,Fruta
MALAGA,LIMON,0.7,93183,Fruta
MALAGA,LUBINA,0.04,5800,Pescado
MALAGA,MANDARINA,2.03,268640,Fruta
MALAGA,MANGOS,4.14,548655,Fruta
MALAGA,MELOCOTON,0.06,8000,Fruta
MALAGA,NABOS,0.09,11780,Verdura
MALAGA,NARANJA,13.19,1749882,Fruta
MALAGA,NISPEROS,0.06,8000,Fruta
MALAGA,OVINO,0.02,3300,Carne
MALAGA,PAPAYA,0,200,Fruta
MALAGA,PARAGUAYAS,0.02,2000,Fruta
MALAGA,PATATA,4.02,532800,Patata
MALAGA,PEPINO,0.65,85906,Verdura
MALAGA,PEREJIL,0.04,5450,Verdura
MALAGA,PIMIENTO,2.61,345880,Verdura
MALAGA,POLLO,0.46,61540,Pollo
MALAGA,PORCINO,4.66,618726,Carne
MALAGA,PUERROS,0.16,21140,Verdura
MALAGA,PULPO,1.59,211420,Pescado congelado
MALAGA,RABANOS,0.02,2380,Verdura
MALAGA,ROMANESCU,0.03,4000,Verdura
MALAGA,SARDINA,0.27,36040,Pescado
MALAGA,TIRABEQUES,0.01,718,Verdura
MALAGA,TOMATE,24.54,3254538,Verdura
MALAGA,VACUNO,0.06,8060,Carne
MALAGA,ZANAHORIA,0.32,41780,Verdura
MURCIA,ABADEJO,0,20,Pescado
MURCIA,ACEDIAS,0,25,Pescado
MURCIA,ACELGAS,0.05,38630,Verdura
MURCIA,ACHICORIA,0,1440,Verdura
MURCIA,AJO TIERNO,0,2885,Verdura
MURCIA,AJOS,0.12,93190,Verdura
MURCIA,ALACHA,0,600,Pescado
MURCIA,ALBARICOQUE,7.22,5560768,Fruta
MURCIA,ALCACHOFA,0.75,576963,Verdura
MURCIA,ALIGOTE,0,20,Pescado
MURCIA,ALMEJA,0,233,Marisco
MURCIA,ALMEJAS,0,233,Marisco
MURCIA,ALMENDRA,0.01,6726,Fruta
MURCIA,ANCHOA,0,2,Pescado
MURCIA,AÑOJO,0.01,6590,Carne
MURCIA,APIO,0.5,388801,Verdura
MURCIA,APIONABO,0.05,38454,Verdura
MURCIA,ATUN,0.68,524349,Pescado
MURCIA,BACALADILLA-LIRIO,0.01,5214,Pescado
MURCIA,BACALAO,0,200,Pescado
MURCIA,BAILAS,0,10,Pescado
MURCIA,BATATAS,0,2000,Verdura
MURCIA,BERBERECHO,0,500,Marisco
MURCIA,BERENJENAS,0.21,162830,Verdura
MURCIA,BERROS,0,3500,Verdura
MURCIA,BESUGO,0.01,8206,Pescado
MURCIA,BOCARTE,0,10,Pescado
MURCIA,BOGAS,0.01,11447,Pescado
MURCIA,BONIATOS,0.1,78070,Verdura
MURCIA,BONITO,0,220,Pescado
MURCIA,BONITO,0.01,6000,Pescado congelado
MURCIA,BOQUERON,0.13,96973,Pescado
MURCIA,BOQUERON,0.03,25600,Pescado congelado
MURCIA,BRECAS,0,929,Pescado
MURCIA,BREVAS,0.07,52070,Fruta
MURCIA,BROCOLI,2.49,1917738,Verdura
MURCIA,BROTOLA,0,2195,Pescado
MURCIA,CABALLA,0,135,Pescado
MURCIA,CABRACHO,0,10,Pescado
MURCIA,CACAHUETE,0.02,13452,Fruta
MURCIA,CALABACIN,1.1,844391,Verdura
MURCIA,CALABAZA,0.08,60973,Verdura
MURCIA,CALABAZAS,0.04,27392,Verdura
MURCIA,CALAMAR,0.01,6426,Pescado
MURCIA,CALAMAR,0,1900,Pescado congelado
MURCIA,CANGREJO,0,10,Marisco
MURCIA,CAQUI,0.32,244230,Fruta
MURCIA,CARABINERO,0,905,Marisco
MURCIA,CARBONERO,0,10,Pescado
MURCIA,CARLOTAS,0.01,6900,Verdura
MURCIA,CEBOLLA,0.4,309679,Verdura
MURCIA,CEREZAS,0.24,181241,Fruta
MURCIA,CHAMPIÑON,0.01,9000,Verdura
MURCIA,CHERNAS,0,110,Pescado
MURCIA,CHIPIRONES,0,1934,Pescado
MURCIA,CHIRLA,0,200,Marisco
MURCIA,CIGALAS,0.01,3933,Marisco
MURCIA,CIRUELA,0.02,14286,Fruta
MURCIA,CIRUELAS,0.03,22714,Fruta
MURCIA,COL,0.07,52785,Verdura
MURCIA,COL CHINA,0.12,88851,Verdura
MURCIA,COLES,0.01,9607,Verdura
MURCIA,COLES-REPOLLO,0.83,641968,Verdura
MURCIA,COLIFLOR,1.38,1066023,Verdura
MURCIA,CONGELADOS,0.04,32710,Verdura
MURCIA,CONGRIO,0,80,Pescado
MURCIA,CONSERVAS,0.01,7073,Verdura
MURCIA,CORVINA,0.01,10609,Pescado
MURCIA,CUARTA,0.35,271220,Verdura
MURCIA,CUARTA GAMA FRUTAS,0,3500,Fruta
MURCIA,DENTON,0,500,Pescado
MURCIA,DORADA,0.98,755248,Pescado
MURCIA,ELABORADOS,0.06,48360,Pescado congelado
MURCIA,ELABORADOS,0.09,73140,Verdura
MURCIA,EMPERADOR,0,55,Pescado
MURCIA,ENDIBIA,0.02,14560,Verdura
MURCIA,ESCAROLAS,0.03,25525,Verdura
MURCIA,ESPARRAGO,0.07,51960,Verdura
MURCIA,ESPINACAS,0.03,22895,Verdura
MURCIA,FANECAS,0,537,Pescado
MURCIA,FRESON,0,2000,Fruta
MURCIA,GALLO,0,1600,Pescado
MURCIA,GAMBAS,0.01,9169,Marisco
MURCIA,GRANADAS,0.12,90680,Fruta
MURCIA,GRELOS,0,300,Verdura
MURCIA,GUISANTES,0.53,407272,Verdura
MURCIA,HABAS,0.83,636832,Verdura
MURCIA,HINOJO,0.01,4040,Verdura
MURCIA,HUEVAS,0,110,Pescado
MURCIA,HUEVOS,0.02,16239,Huevos
MURCIA,JIBIA,0.01,4610,Pescado
MURCIA,JUDIA,0.19,147705,Verdura
MURCIA,JUREL,0.01,8755,Pescado
MURCIA,LANGOSTAS,0,246,Marisco
MURCIA,LANGOSTINO,0,869,Marisco
MURCIA,LAUREL,0,2540,Verdura
MURCIA,LECHUGA,9.25,7124479,Verdura
MURCIA,LENGUADINA,0,30,Pescado
MURCIA,LENGUADO,0,2361,Pescado
MURCIA,LIBA,0,80,Pescado
MURCIA,LIMON,18.83,14508690,Fruta
MURCIA,LUBINA,0.57,436067,Pescado
MURCIA,LUBINA,0.01,5220,Pescado congelado
MURCIA,MAIZ,0,2580,Verdura
MURCIA,MANDARINA,3.25,2502146,Fruta
MURCIA,MANZANA,0.08,58480,Fruta
MURCIA,MARRAJOS,0,44,Pescado
MURCIA,MEJILLON,0.02,14771,Marisco
MURCIA,MELOCOTON,12.68,9766569,Fruta
MURCIA,MELONES,3.6,2776279,Fruta
MURCIA,MELVA,0,60,Pescado
MURCIA,MERO,0,120,Pescado
MURCIA,MUJOL,0,1466,Pescado
MURCIA,NABOS,0.04,34020,Verdura
MURCIA,NARANJA,5.63,4336714,Fruta
MURCIA,NECTARINA,1.27,977015,Fruta
MURCIA,NISPEROS,0.06,43580,Fruta
MURCIA,OSTIONES,0,140,Marisco
MURCIA,OVINO,0.01,7940,Carne
MURCIA,PALOMETA,0,10,Pescado
MURCIA,PALOMETA-JAPUTA,0,2896,Pescado
MURCIA,PANCHITO,0.01,8407,Fruta
MURCIA,PAPAYA,0,600,Fruta
MURCIA,PARAGUAYAS,0.52,398806,Fruta
MURCIA,PARGO,0,785,Pescado
MURCIA,PATATA,1.09,838133,Patata
MURCIA,PEPINO,0.47,361505,Verdura
MURCIA,PERA,0.05,39076,Fruta
MURCIA,PERCA,0,3620,Pescado
MURCIA,PEREJIL,0.25,196395,Verdura
MURCIA,PESCADILLA,0.01,4339,Pescado
MURCIA,PEZ ESPADA,0.01,9616,Pescado
MURCIA,PIMIENTO,2.93,2259252,Verdura
MURCIA,PISTACHO,0.01,5044,Fruta
MURCIA,POLLO,0.07,50326,Pollo
MURCIA,POMELO,0.79,608275,Fruta
MURCIA,PORCINO,1.18,910407,Carne
MURCIA,PUERROS,0.14,108005,Verdura
MURCIA,PULPO,0,530,Pescado
MURCIA,QUINTA,0.02,15900,Verdura
MURCIA,RABANILLAS,0,1140,Verdura
MURCIA,RABANOS,0.02,12450,Verdura
MURCIA,RAPE,0,25,Pescado
MURCIA,RAYA,0,10,Pescado
MURCIA,REMOLACHA,0.01,4915,Verdura
MURCIA,RODABALLO,0,35,Pescado
MURCIA,ROMANESCU,0.01,4300,Verdura
MURCIA,SABLE,0,3711,Pescado
MURCIA,SALAZONES,0,125,Pescado
MURCIA,SALEMAS,0,28,Pescado
MURCIA,SALMON,0,120,Pescado
MURCIA,SALMONETE,0.01,7764,Pescado
MURCIA,SAN,0,440,Pescado
MURCIA,SANDIA,1.98,1523502,Fruta
MURCIA,SARDINA,0.04,31989,Pescado
MURCIA,SARGO,0,2690,Pescado
MURCIA,SOLLA,0,30,Pescado
MURCIA,TIRABEQUES,0.03,23204,Verdura
MURCIA,TOMATE,14.09,10855608,Verdura
MURCIA,TRUCHA,0,2,Pescado
MURCIA,UVA,0.18,139332,Fruta
MURCIA,VACUNO,0.02,14590,Carne
MURCIA,ZANAHORIA,0.16,124230,Verdura
NAVARRA,ACELGAS,0.07,12750,Verdura
NAVARRA,ACHICORIA,0.05,8535,Verdura
NAVARRA,AJO TIERNO,0,656,Verdura
NAVARRA,AJOS,0.12,21204,Verdura
NAVARRA,ALBARICOQUE,0.02,4000,Fruta
NAVARRA,ALCACHOFA,2.47,451220,Verdura
NAVARRA,AÑOJO,0.04,7500,Carne
NAVARRA,APIO,0.01,2093,Verdura
NAVARRA,APIONABO,0,207,Verdura
NAVARRA,BROCOLI,0.7,127175,Verdura
NAVARRA,CALABAZA,0,552,Verdura
NAVARRA,CALABAZAS,0,248,Verdura
NAVARRA,CEBOLLA,0.23,41201,Verdura
NAVARRA,CEREZAS,0.14,25800,Fruta
NAVARRA,CHAMPIÑON,0.21,37800,Verdura
NAVARRA,CIRUELA,0.04,7222,Fruta
NAVARRA,CIRUELAS,0.05,8478,Fruta
NAVARRA,COL CHINA,0.11,19514,Verdura
NAVARRA,COLES,0.01,976,Verdura
NAVARRA,COLES-REPOLLO,0.78,142129,Verdura
NAVARRA,COLIFLOR,5.16,941575,Verdura
NAVARRA,CONGELADOS,2.49,453944,Verdura
NAVARRA,CONSERVAS,0.23,42690,Verdura
NAVARRA,CUARTA,2.74,499410,Verdura
NAVARRA,ELABORADOS,0.31,55800,Pescado congelado
NAVARRA,ELABORADOS,0.65,119361,Verdura
NAVARRA,ENDIBIA,0.47,86305,Verdura
NAVARRA,ESCAROLAS,0.09,16400,Verdura
NAVARRA,ESPARRAGO,0.19,34060,Verdura
NAVARRA,ESPINACAS,0.52,95400,Verdura
NAVARRA,GRELOS,0.03,5160,Verdura
NAVARRA,GUINDILLAS,0,160,Verdura
NAVARRA,GUISANTES,0,820,Verdura
NAVARRA,JUDIA,0.06,11560,Verdura
NAVARRA,KIWI,0,800,Fruta
NAVARRA,LECHUGA,12.12,2211295,Verdura
NAVARRA,MANZANA,6.52,1189005,Fruta
NAVARRA,MELOCOTON,0.02,4000,Fruta
NAVARRA,OVINO,0.19,34000,Carne
NAVARRA,PARAGUAYAS,0.37,67765,Fruta
NAVARRA,PATATA,6.57,1198124,Patata
NAVARRA,PAVO,0.07,12600,Pollo
NAVARRA,PERA,47.12,8598832,Fruta
NAVARRA,PIMIENTO,0.08,14221,Verdura
NAVARRA,PLATANO,0.12,22200,Fruta
NAVARRA,POLLO,7.29,1330079,Pollo
NAVARRA,PORCINO,0.26,48000,Carne
NAVARRA,PUERROS,0.21,38720,Verdura
NAVARRA,SETAS,0.12,22400,Verdura
NAVARRA,TOMATE,0.27,49650,Verdura
NAVARRA,UVA,0.01,1000,Fruta
NAVARRA,VACUNO,0.43,78780,Carne
NAVARRA,ZANAHORIA,0.25,45860,Verdura
ORENSE,ACELGAS,0.03,800,Verdura
ORENSE,AÑOJO,0.14,3910,Carne
ORENSE,AVICOLA,0,80,Pollo
ORENSE,CASTAÑA,0.34,9480,Fruta
ORENSE,CODORNIZ,0.26,7240,Pollo
ORENSE,CONEJO,6.69,188140,Pollo
ORENSE,ELABORADOS,1.42,40000,Pescado congelado
ORENSE,GRELOS,0.07,2000,Verdura
ORENSE,HUEVOS,0.43,12100,Huevos
ORENSE,JUDIA,0.11,3040,Verdura
ORENSE,KIWI,0.61,17020,Fruta
ORENSE,PATATA,16.66,468468,Patata
ORENSE,PAVO,0.74,20700,Pollo
ORENSE,POLLO,71.49,2010572,Pollo
ORENSE,PORCINO,0.28,7850,Carne
ORENSE,PUERROS,0.01,320,Verdura
ORENSE,RABANOS,0.01,300,Verdura
ORENSE,SETAS,0.22,6300,Verdura
ORENSE,VACUNO,0.44,12410,Carne
ORENSE,ZANAHORIA,0.05,1520,Verdura
PALENCIA,ALMENDRA,1.61,1936,Fruta
PALENCIA,CACAHUETE,3.22,3872,Fruta
PALENCIA,OVINO,8.65,10400,Carne
PALENCIA,PANCHITO,2.01,2420,Fruta
PALENCIA,PATATA,82.71,99400,Patata
PALENCIA,PISTACHO,1.21,1452,Fruta
PALENCIA,TRUCHA,0.58,700,Pescado
PONTEVEDRA,ABADEJO,0.04,10179,Pescado
PONTEVEDRA,ACEDIAS,0.02,3999,Pescado
PONTEVEDRA,ALACHA,0.03,6374,Pescado
PONTEVEDRA,ALIGOTE,0.07,17555,Pescado
PONTEVEDRA,ALMEJA,0.46,112353,Marisco
PONTEVEDRA,ALMEJAS,0.57,140172,Marisco
PONTEVEDRA,ANCHOA,0,198,Pescado
PONTEVEDRA,ANGULA,0,39,Pescado
PONTEVEDRA,AÑOJO,0.38,92420,Carne
PONTEVEDRA,ATUN,1.21,298496,Pescado
PONTEVEDRA,ATUN,0.19,47400,Pescado congelado
PONTEVEDRA,BACALADILLA-LIRIO,0.62,153626,Pescado
PONTEVEDRA,BACALAO,0.88,215858,Pescado
PONTEVEDRA,BACALAO,0.1,24167,Pescado congelado
PONTEVEDRA,BAILAS,0.04,8728,Pescado
PONTEVEDRA,BERBERECHO,0.33,80361,Marisco
PONTEVEDRA,BESUGO,0.16,38256,Pescado
PONTEVEDRA,BESUGO,0.02,4000,Pescado congelado
PONTEVEDRA,BIGAROS,0.02,4080,Marisco
PONTEVEDRA,BOCARTE,0.01,2400,Pescado
PONTEVEDRA,BOGAS,0.04,10800,Pescado
PONTEVEDRA,BOGAVANTE,0.02,4643,Marisco
PONTEVEDRA,BOGAVANTE,0,860,Pescado congelado
PONTEVEDRA,BONITO,0.24,59246,Pescado
PONTEVEDRA,BONITO,0.01,1360,Pescado congelado
PONTEVEDRA,BOQUERON,3.4,836854,Pescado
PONTEVEDRA,BOQUERON,0.11,27100,Pescado congelado
PONTEVEDRA,BRECAS,0.06,14771,Pescado
PONTEVEDRA,BROTOLA,0.06,14999,Pescado
PONTEVEDRA,BUEY,0.04,8882,Marisco
PONTEVEDRA,BUEY,0,100,Pescado congelado
PONTEVEDRA,CABALLA,0.45,111847,Pescado
PONTEVEDRA,CABRACHO,0.06,15590,Pescado
PONTEVEDRA,CACHUCHO,0.04,10052,Pescado
PONTEVEDRA,CALAMAR,1.74,429612,Pescado
PONTEVEDRA,CALAMAR,0.53,129840,Pescado congelado
PONTEVEDRA,CALAMARES,0.03,7182,Pescado congelado
